costat,curcd,datafmt,indfmt,consol,gvkey,fyear,conm,sic,at,seq,ni,csho,prcc_f
A,USD,STD,INDL,C,016590,2023,POWER ASSETS HOLDINGS LTD,4911,12251.2870,11361.5830,768.4740,2131.1050,5.795000000000
A,USD,STD,INDL,C,016597,2023,LATTICE SEMICONDUCTOR CORP,3674,840.8940,692.0200,259.0610,137.3400,68.990000000000
A,USD,STD,INDL,C,016608,2023,WHITEHORSE FINANCE INC,6797,730.7510,316.7720,20.4120,23.2430,12.300000000000
A,USD,STD,INDL,C,016603,2023,NESTLE SA/AG,2000,150288.4490,42446.5410,13311.6020,2621.3000,115.856000000000
A,USD,STD,INDL,C,016607,2023,INVESCO S&P 500 DWNSD HG ETF,6722,,,,3.9000,34.230000000000
A,USD,STD,INDL,C,016641,2023,GREYSTONE HSG IMPT INVTS LP,6799,1513.4010,431.7390,54.0120,22.9930,16.790000000000
A,USD,STD,INDL,C,016653,2023,TAYLOR MORRISON HOME CORP,1531,8672.0870,5314.9410,768.9290,106.9180,53.350000000000
A,USD,STD,INDL,C,016668,2023,ARROW FINANCIAL CORP,6020,4169.8680,379.7720,30.0750,16.9420,27.940000000000
A,USD,STD,INDL,C,016671,2023,ATLANTIC AMERICAN CORP,6321,381.2650,107.2750,-0.1710,20.4020,2.450100000000
A,USD,STD,INDL,C,016689,2023,NORTHEAST BANK,6020,2869.9380,296.6630,44.1870,7.6690,41.670000000000
A,USD,STD,INDL,C,016705,2023,CENTRAL PACIFIC FINANCIAL CP,6020,7642.7960,503.8150,58.6690,27.0450,19.680000000000
A,USD,STD,INDL,C,016709,2023,PROSHARES MERGER ETF,6722,,,,0.3000,40.186500000000
A,USD,STD,INDL,C,016710,2023,DIGI INTERNATIONAL INC,3576,835.5310,540.4880,24.7700,36.0650,27.000000000000
A,USD,STD,INDL,C,016714,2023,DONEGAL GROUP INC,6331,2266.2940,479.7450,4.4260,33.3390,13.990000000000
A,USD,STD,INDL,C,016719,2023,HARVARD APPARATUS REGE T INC,2836,2.6140,1.6460,-8.9450,13.9470,4.990000000000
A,USD,STD,INDL,C,016720,2023,ACCELITRON ADN MTR CNTRL INC,6162,25.5390,18.3690,-32.5460,2.5550,4.140000000000
A,USD,STD,INDL,C,016721,2023,ELECTRONIC ARTS INC,7372,13420.0000,7513.0000,1273.0000,266.4150,132.670000000000
A,USD,STD,INDL,C,016745,2023,PROTHENA CORPORATION PLC,2836,696.3820,561.3650,-147.0280,53.6820,36.340000000000
A,USD,STD,INDL,C,016775,2023,CITIZENS INC,6311,1668.9280,172.1290,24.4370,49.5550,2.690000000000
A,USD,STD,INDL,C,016777,2023,FIRST BANCORP/NC,6020,12114.9420,1372.3800,104.1310,41.1100,37.010000000000
A,USD,STD,INDL,C,016781,2023,CITY HOLDING CO,6020,6168.0520,677.0660,114.3650,14.8320,110.260000000000
A,USD,STD,INDL,C,016790,2023,COMMUNITY FINANCIAL SYST INC,6020,15555.7530,1697.9370,131.9240,53.3270,52.110000000000
A,USD,STD,INDL,C,016798,2023,PGIM GLOBAL HI YIELD FND INC,6726,,,,40.9240,11.360000000000
A,USD,STD,INDL,C,016814,2023,FLEXSHARES QUAL DIV INDEX FD,6722,,,,27.0680,61.530000000000
A,USD,STD,INDL,C,016816,2023,FLEXSHARES QUAL DIV DEF FD,6722,,,,5.8000,59.060000000000
A,USD,STD,INDL,C,016821,2023,FIRST BANCORP P R,6020,18909.5490,1497.6090,302.8640,169.3030,16.450000000000
A,USD,STD,INDL,C,016829,2023,PINNACLE BANCSHARES,6020,342.5780,12.7860,4.4800,0.9100,19.400000000000
A,USD,STD,INDL,C,016832,2023,GLACIER BANCORP INC,6020,27742.6290,3020.2810,222.9270,110.8890,41.320000000000
A,USD,STD,INDL,C,016845,2023,FIRST MERCHANTS CORP,6020,18405.8870,2247.7130,223.7860,59.4240,37.080000000000
A,USD,STD,INDL,C,016848,2023,TRAVERE THERAPEUTICS INC,2836,788.9130,200.8100,-111.3990,75.3670,8.990000000000
A,USD,STD,INDL,C,016878,2023,ELAH HOLDINGS INC,9995,9.9590,9.2990,-2.4220,0.7390,31.000000000000
A,USD,STD,INDL,C,016884,2023,LUMENT FINANCE TRUST INC,6798,1446.9320,240.6930,19.7140,52.2490,2.330000000000
A,USD,STD,INDL,C,016889,2023,INDEPENDENT BANK CORP/MA,6020,19347.3730,2895.2510,239.5020,42.8730,65.810000000000
A,USD,STD,INDL,C,016890,2023,INDEPENDENT BANK CORP/MI,6020,5263.7260,404.4490,59.0670,20.8360,26.020000000000
A,USD,STD,INDL,C,016947,2023,ACTINIUM PHARMACEUTICALS INC,2836,81.4450,36.3790,-48.8180,27.6340,5.080000000000
A,USD,STD,INDL,C,016957,2023,HARLEYSVILLE FINANCIAL CORP,6036,842.2740,87.2130,12.2230,3.6700,22.600000000000
A,USD,STD,INDL,C,016967,2023,HINGHAM INSTN FOR SAVINGS,6036,4483.9470,407.6200,26.3710,2.1620,194.400000000000
A,USD,STD,INDL,C,016972,2023,SPHERE 3D CORP,7372,45.6630,40.3170,-23.4060,15.3740,3.320000000000
A,USD,STD,INDL,C,016981,2023,OFG BANCORP,6020,11344.4530,1193.4800,181.8720,47.0650,37.480000000000
A,USD,STD,INDL,C,016989,2023,PEOPLES BANCORP NC INC,6020,1635.9100,121.0160,15.5460,5.5340,30.940000000000
A,USD,STD,INDL,C,017001,2023,FUBOTV INC,7370,1232.6400,295.5760,-287.4540,299.2150,3.180000000000
I,USD,STD,INDL,C,017010,2023,LIBERTY MEDIA SIRIUSXM GROUP,4832,29901.0000,10165.0000,829.0000,326.5890,28.780000000000
A,USD,STD,INDL,C,017024,2023,GLUCOTRACK INC,3845,4.9050,3.1970,-7.0970,20.8920,0.261500000000
A,USD,STD,INDL,C,017035,2023,MERCURY GENERAL CORP,6331,7103.3970,1548.1450,96.3360,55.3710,37.310000000000
I,USD,STD,INDL,C,017073,2023,NATIONAL WESTERN LIFE GROUP,6311,12250.6150,2439.7240,94.4300,3.6360,483.020000000000
A,USD,STD,INDL,C,017095,2023,OLD NATIONAL BANCORP,6020,49089.8360,5562.9000,581.9920,292.6550,16.890000000000
I,USD,STD,INDL,C,017102,2023,MFS SPECIAL VALUE TRUST,6726,,,,7.3040,3.880000000000
A,USD,STD,INDL,C,017106,2023,PEOPLES BANCORP INC/OH,6020,9157.3820,1053.5340,113.3630,35.2250,33.760000000000
A,USD,STD,INDL,C,017115,2023,SELECTIVE INS GROUP INC,6331,11802.5460,2954.3810,365.2380,60.6360,99.480000000000
A,USD,STD,INDL,C,017130,2023,SANTANDER HOLDINGS USA INC,6020,164972.5750,17500.9090,932.9020,530.3910,
A,USD,STD,INDL,C,017132,2023,WSFS FINANCIAL CORP,6035,20594.6720,2477.6360,269.1560,60.5380,45.930000000000
A,USD,STD,INDL,C,017145,2023,WAFD INC,6020,22474.6750,2426.4260,257.4260,64.7370,25.620000000000
A,USD,STD,INDL,C,017150,2023,WEBSTER FINANCIAL CORP,6020,74945.2490,8689.9960,867.8400,172.0220,50.760000000000
A,USD,STD,INDL,C,017151,2023,WESBANCO INC,6020,17712.3740,2533.0620,159.0320,59.3760,31.370000000000
A,USD,STD,INDL,C,017161,2023,MONTAUK METALS INC,1040,0.4150,-0.7080,-0.8980,41.6280,0.012600000000
A,USD,STD,INDL,C,017173,2023,ACNB CORP,6020,2418.8470,277.4610,31.6880,8.5110,44.760000000000
A,USD,STD,INDL,C,017175,2023,TUHURA BIOSCIENCES INC,2836,3.9790,0.7310,-14.6490,1.6920,4.030000000000
A,USD,STD,INDL,C,017180,2023,SECURITY NATL FINL CP  -CL A,6311,1430.5520,312.8950,14.4950,22.1780,9.000000000000
A,USD,STD,INDL,C,017184,2023,SEACOAST BANKING CORP/FL,6020,14580.2490,2108.0860,104.0330,84.8610,28.460000000000
A,USD,STD,INDL,C,017185,2023,22ND CENTURY GROUP INC,2111,27.5030,-8.4100,-140.7750,43.5260,0.186200000000
A,USD,STD,INDL,C,017195,2023,FIRST FINL BANCORP INC/OH,6020,17532.9000,2267.9740,255.8630,95.1410,23.750000000000
A,USD,STD,INDL,C,017197,2023,GENERAL MOTORS FINL CO INC,6141,132011.0000,15542.0000,2245.0000,5.0500,
A,USD,STD,INDL,C,017199,2023,BIOLIFE SOLUTIONS INC,2836,412.7140,337.6630,-66.4270,45.1670,16.250000000000
A,USD,STD,INDL,C,017200,2023,BNY MELLON STRG MNPL BD FD,6726,,,,49.4290,5.410000000000
A,USD,STD,INDL,C,017217,2023,WI2WI CORP,3663,7.0850,3.9770,-1.3250,153.0330,
A,USD,STD,INDL,C,017222,2023,ADIRONDACK TRUST CO,6020,1612.1100,147.2640,13.4920,0.0769,1369.125000000000
A,USD,STD,INDL,C,017228,2023,TALOS ENERGY INC,1311,4816.3090,2155.1510,187.3320,124.0800,14.230000000000
A,USD,STD,INDL,C,017240,2023,TOMPKINS FINANCIAL CORP,6020,7819.7490,668.5220,9.5050,14.3100,60.230000000000
A,USD,STD,INDL,C,017245,2023,TRUSTCO BANK CORP/NY,6035,6168.1910,645.2850,58.6460,19.0240,31.050000000000
A,USD,STD,INDL,C,017248,2023,UNITED BANKSHARES INC/WV,6020,29926.4820,4771.2400,366.3130,134.9490,37.550000000000
A,USD,STD,INDL,C,017252,2023,UNITED FIRE GROUP INC,6331,3144.1900,733.7450,-29.7000,25.2700,20.120000000000
A,USD,STD,INDL,C,017269,2023,AMERISERV FINANCIAL INC/PA,6020,1389.6380,102.2770,-3.3460,17.1470,3.235000000000
I,USD,STD,INDL,C,017277,2023,NV5 GLOBAL INC,8711,1170.5920,775.7950,44.6130,15.8950,111.120000000000
A,USD,STD,INDL,C,017280,2023,SPROTT FOCUS TRUST INC,6726,,,,29.6340,8.000000000000
A,USD,STD,INDL,C,017285,2023,CRIMSON WINE GROUP LTD,2084,222.0890,188.1580,3.1230,21.0340,5.896000000000
A,USD,STD,INDL,C,017287,2023,SIBANYE-STILLWATER LIMITED,1090,7814.8860,2664.1720,-2065.0750,707.6420,5.430000000000
A,USD,STD,INDL,C,017306,2023,PENNYMAC FINANCIAL SERVICES,6162,18844.5630,3538.6030,144.6560,50.1790,88.370000000000
A,USD,STD,INDL,C,017336,2023,VANECK BDC INCOME ETF,6722,,,,51.6250,16.040000000000
A,USD,STD,INDL,C,017339,2023,FIRST TRUST PFD SECS & INCM,6722,,,,315.3550,16.860000000000
A,USD,STD,INDL,C,017341,2023,ARTESIAN RESOURCES  -CL A,4941,766.8320,230.3970,16.6990,10.2850,41.450000000000
A,USD,STD,INDL,C,017349,2023,SKKYNET CLOUD SYSTEMS INC,7370,1.2570,0.7160,-0.0980,53.1440,0.315100000000
A,USD,STD,INDL,C,017360,2023,INVESCO S&P SMCP LOW VOL ETF,6722,,,,9.0800,44.150000000000
A,USD,STD,INDL,C,017362,2023,INVESCO S&P MIDCAP LOW VOLAT,6722,,,,16.1300,53.180000000000
I,USD,STD,INDL,C,017367,2023,AMERICAN NATL BANKSHARES,6020,3090.7170,343.1680,26.1590,10.6330,48.750000000000
A,USD,STD,INDL,C,017375,2023,EVOKAI CREATIVE LABS INC,3845,0.8740,-0.2840,-17.0830,76.0550,0.100000000000
I,USD,STD,INDL,C,017376,2023,MARIN SOFTWARE INC,7370,19.3150,13.6390,-21.9170,18.0640,0.366500000000
A,USD,STD,INDL,C,017380,2023,AMERICAN HOTEL INCM PROP LP,6798,954.8870,189.3800,-77.9710,79.0260,0.635900000000
I,USD,STD,INDL,C,017386,2023,SPECTRA7 MICROSYSTEMS INC,3674,8.4890,-1.7890,-8.1790,40.3000,0.308281000000
A,USD,STD,INDL,C,017396,2023,AMPLITECH GROUP INC,3663,31.4080,26.6800,-2.4650,9.7150,1.880000000000
A,USD,STD,INDL,C,017402,2023,BLACKROCK MULTI-SECT INCM TR,6726,,,,37.5580,15.000000000000
A,USD,STD,INDL,C,017408,2023,NAVIGATOR HOLDINGS LTD,4412,2202.6850,1190.2740,82.2550,73.2090,14.550000000000
I,USD,STD,INDL,C,017411,2023,APOLLO TACTICAL INCOME FUND,6726,,,,15.5740,13.960000000000
A,USD,STD,INDL,C,017420,2023,ATLAS COPCO AB (PUBL),3560,18166.0040,9093.7410,2788.2830,4870.5590,14.825000000000
A,USD,STD,INDL,C,017423,2023,FIRST TR TACTICAL HI YLD ETF,6722,,,,35.5000,41.570000000000
A,USD,STD,INDL,C,017436,2023,BASF SE,2800,85548.2050,38993.2690,248.7030,3570.0890,13.471000000000
A,USD,STD,INDL,C,017534,2023,CNB FINANCIAL CORP/PA,6020,5752.9570,571.2470,58.0200,20.8960,22.590000000000
A,USD,STD,INDL,C,017439,2023,PROSHARES GLBL LISTD PRIV EQ,6722,,,,0.2900,28.155900000000
I,USD,STD,INDL,C,017451,2023,INDEPENDENT BK GRP INC,6020,19035.1020,2402.5930,43.2010,41.2820,50.880000000000
A,USD,STD,INDL,C,017452,2023,DANONE SA,2000,49172.3940,17880.0670,973.8090,3209.3590,12.964000000000
A,USD,STD,INDL,C,017454,2023,KNOT OFFSHORE PRTNRS LP,4400,1596.4900,607.4770,-34.3280,34.0450,5.760000000000
A,USD,STD,INDL,C,017485,2023,DARIOHEALTH CORP,8000,96.3890,58.1440,-59.4270,27.1920,1.720000000000
A,USD,STD,INDL,C,017489,2023,GLOBAL X SUPERDIVIDEND U S,6722,,,,35.3600,17.180000000000
A,USD,STD,INDL,C,017491,2023,STIMCELL ENERGETICS INC,3845,0.0460,-0.8270,-0.1420,297.2360,0.045000000000
A,USD,STD,INDL,C,017494,2023,MAMA'S CREATIONS INC,2030,45.1010,19.5810,6.5610,37.2580,4.310000000000
I,USD,STD,INDL,C,017498,2023,CHIMERIX INC,2836,212.7740,193.0290,-82.0950,88.9290,0.962500000000
I,USD,STD,INDL,C,017553,2023,MODEL N INC,7370,500.0950,115.4630,-33.9220,38.7640,24.410000000000
A,USD,STD,INDL,C,017602,2023,BURKE HERBERT FINL SRVS CORP,6020,3617.5790,314.7500,22.6920,7.4290,62.900000000000
A,USD,STD,INDL,C,017616,2023,BURNHAM HOLDINGS INC,3443,184.6710,101.4350,9.4260,4.6290,11.750000000000
A,USD,STD,INDL,C,017626,2023,ARMADA HOFFLER PROPERTIES,6798,2562.8980,572.6220,8.2870,66.7930,12.370000000000
A,USD,STD,INDL,C,017639,2023,AMERICAN HOMES 4 RENT,6798,12688.1900,6967.5240,380.1680,364.9320,35.960000000000
A,USD,STD,INDL,C,017641,2023,BANK SOUTH CAROLINA CORP,6020,633.8160,47.0810,5.4940,5.4690,15.020000000000
A,USD,STD,INDL,C,017651,2023,REZOLUTE INC,2836,123.7210,116.1720,-51.7870,36.8270,1.980000000000
A,USD,STD,INDL,C,017653,2023,ADMA BIOLOGICS INC,2836,329.1820,135.2060,-28.2390,226.0630,4.520000000000
A,USD,STD,INDL,C,017659,2023,MUNCY COLUMBIA FINANCIA CORP,6020,1639.7790,153.8250,3.3870,3.5700,35.500000000000
I,USD,STD,INDL,C,017662,2023,GLOBAL X MSCI NIGERIA ETF,6722,,,,2.9620,5.460000000000
A,USD,STD,INDL,C,017672,2023,STATE ST BLACKSTON SR LN ETF,6722,,,,123.5000,41.930000000000
A,USD,STD,INDL,C,017702,2023,DIREXION DLY MSCI BRAZIL 2X,6722,,,,1.2090,102.880000000000
A,USD,STD,INDL,C,017704,2023,DIREXION DLY S KOREA BULL 3X,6722,,,,3.9500,9.380000000000
I,USD,STD,INDL,C,017715,2023,CODORUS VALLEY BANCORP,6020,2194.7980,199.6050,24.9730,9.6430,25.700000000000
A,USD,STD,INDL,C,017716,2023,AXIM BIOTECHNOLOGIES INC,2835,4.1220,-7.6560,-8.0600,245.9290,0.019000000000
A,USD,STD,INDL,C,017724,2023,CONNECTONE BANCORP INC,6020,9855.6030,1216.6200,87.0030,38.5200,22.910000000000
A,USD,STD,INDL,C,017727,2023,EKSO BIONICS HOLDINGS INC,3845,28.9180,12.6060,-15.1980,14.8480,2.500000000000
A,USD,STD,INDL,C,017754,2023,AUDIOEYE INC,7370,25.4950,6.7070,-5.8720,11.7110,5.420000000000
A,USD,STD,INDL,C,017759,2023,FLEXSHARES INT QUAL DIV IDX,6722,,,,23.8000,23.279000000000
I,USD,STD,INDL,C,017760,2023,FLEXSHARES INT QUAL DIV DEF,6722,,,,1.3000,20.953000000000
A,USD,STD,INDL,C,017767,2023,SUNDANCE STRATEGIES INC,6153,0.3390,-5.9400,-1.8350,42.2580,1.000000000000
A,USD,STD,INDL,C,017768,2023,FLEXSHARES INT QUAL DIV DYN,6722,,,,2.7000,27.900000000000
A,USD,STD,INDL,C,018094,2023,FARMERS & MERCHANTS BANK/CA,6020,12035.8540,1351.4450,70.0070,0.1231,5126.000000000000
A,USD,STD,INDL,C,017769,2023,HA SUSTAINABLE INFRA CAP INC,6798,6552.3500,2092.2610,148.8360,112.1740,27.580000000000
A,USD,STD,INDL,C,017777,2023,ISHARES MSCI USA MOMENTUM FA,6722,,,,53.5500,156.890000000000
A,USD,STD,INDL,C,017778,2023,ISHARES MSCI USA SIZE FACTOR,6722,,,,3.1000,131.870000000000
A,USD,STD,INDL,C,017779,2023,ISHARES MSCI USA VALUE FACTO,6722,,,,69.2000,101.160000000000
A,USD,STD,INDL,C,017795,2023,COMMERCIAL NATL FINL CP/PA,6020,390.6190,36.1360,3.0470,2.8610,9.600000000000
A,USD,STD,INDL,C,017807,2023,LIGHTINTHEBOX HOLDING CO,5961,126.3090,-8.3820,-9.5900,111.6250,1.070000000000
A,USD,STD,INDL,C,017877,2023,CHEMUNG FINANCIAL CORP,6020,2710.5290,195.2410,25.0000,4.7370,49.800000000000
A,USD,STD,INDL,C,017828,2023,MERCEDES BENZ GROUP AG,3711,290730.1500,101440.8610,15763.3300,4164.0000,17.274000000000
I,USD,STD,INDL,C,017837,2023,MEET KEVIN PRICI P ETF (THE),6722,,,,1.5750,26.120000000000
A,USD,STD,INDL,C,017839,2023,BNY MELLON MUN BD INFRASTRUC,6726,,,,18.4060,10.310000000000
A,USD,STD,INDL,C,017840,2023,DOUBLELINE INCOME SOLTNS FD,6726,,,,101.9970,12.240000000000
A,USD,STD,INDL,C,018096,2023,XTRACKERS MUN INFRA REV BOND,6722,,,,4.5500,25.660000000000
A,USD,STD,INDL,C,017866,2023,ELLINGTON CREDIT CO,6798,945.6900,136.2380,4.5590,18.6010,6.130000000000
A,USD,STD,INDL,C,018097,2023,ALPS BARRON'S 400 ETF,6722,,,,2.2750,58.011900000000
A,USD,STD,INDL,C,017874,2023,T-MOBILE US INC,4812,207682.0000,64715.0000,8317.0000,1195.8070,160.330000000000
A,USD,STD,INDL,C,017875,2023,NICOLET BANKSHARES INC,6020,8468.6780,1039.0070,61.5160,14.8940,80.480000000000
A,USD,STD,INDL,C,017878,2023,RITHM CAPITAL CORP,6798,39717.0840,7006.9420,622.2570,483.2260,10.680000000000
A,USD,STD,INDL,C,017879,2023,FLYWHEEL ADVANCED TECHNO INC,9995,4.6240,2.8540,-1.0830,29.6620,0.264000000000
A,USD,STD,INDL,C,017886,2023,FIRST TRUST SR LN FD ETF IV,6722,,,,49.5500,46.070000000000
I,USD,STD,INDL,C,017897,2023,QIWI PLC,7389,1359.8390,655.9400,30.7930,62.7130,
A,USD,STD,INDL,C,017910,2023,SCORPIUS HOLDINGS INC,2836,51.0380,31.3970,-45.2170,26.2190,0.440300000000
A,USD,STD,INDL,C,017917,2023,MY CITY BUILDERS INC,6552,2.2500,-1.7140,-2.0230,0.5870,1.000000000000
A,USD,STD,INDL,C,017920,2023,BLUE BIOFUELS INC,2990,1.0300,-3.5610,-3.0550,302.7510,0.081750000000
A,USD,STD,INDL,C,017928,2023,IQVIA HOLDINGS INC,8731,26681.0000,6112.0000,1358.0000,181.5000,231.380000000000
A,USD,STD,INDL,C,017934,2023,SPROUTS FARMERS MARKET,5411,3327.4280,1148.5470,258.8560,101.2120,48.110000000000
A,USD,STD,INDL,C,018004,2023,CENTURY COMMUNITIES INC,1531,4139.3620,2386.9360,259.2240,31.7750,91.140000000000
A,USD,STD,INDL,C,017947,2023,GOLD FIELDS LTD,1040,8226.3000,4476.1000,703.3000,893.5410,14.460000000000
A,USD,STD,INDL,C,017952,2023,PROSHARES HI YLD-INT RATE HG,6722,,,,1.9250,62.900000000000
A,USD,STD,INDL,C,017997,2023,CONSTELLIUM SE,3350,5152.0150,931.8060,138.1680,146.8200,19.960000000000
I,USD,STD,INDL,C,017998,2023,BLUEBIRD BIO INC,2836,619.1610,194.5370,-211.9130,192.7720,1.380000000000
A,USD,STD,INDL,C,018008,2023,ENB FINANCIAL CORP,6020,2000.8240,119.6540,12.3750,5.6700,14.750000000000
A,USD,STD,INDL,C,018017,2023,ENCORE ENERGY CORP,1090,324.5730,287.9370,-22.3860,165.1340,3.930000000000
A,USD,STD,INDL,C,018018,2023,WISDOMTREE US QLTY DIV GRWTH,6722,,,,162.0500,70.280000000000
A,USD,STD,INDL,C,018019,2023,ATLAS LITHIUM CORP,1400,43.5740,7.2480,-40.7680,12.7640,31.280000000000
A,USD,STD,INDL,C,018035,2023,EXCHANGE BK SANTA ROSA CALIF,6020,3368.5720,255.2240,20.1930,1.7140,101.000000000000
A,USD,STD,INDL,C,018036,2023,COMMSCOPE HOLDING CO INC,3663,9371.9000,-1806.7000,-1450.9000,212.1090,2.820000000000
A,USD,STD,INDL,C,018037,2023,CITIZENS & NORTHERN CORP,6020,2515.5840,262.3810,24.1480,15.2950,22.430000000000
A,USD,STD,INDL,C,018038,2023,FIRST TRUST INT DUR PFD INCM,6726,,,,60.8480,16.310000000000
A,USD,STD,INDL,C,018039,2023,FLAHERTY & CRUMRINE DYNM PFD,6726,,,,20.1360,17.750000000000
A,USD,STD,INDL,C,018043,2023,NEWS CORP,2711,16921.0000,8064.0000,149.0000,571.9600,19.500000000000
A,USD,STD,INDL,C,018047,2023,NOODLES & CO,5812,368.0950,27.1600,-9.8560,44.9900,3.150000000000
